tweet_text,class
The youths will continue to revolt against a system that gags their interest instead of protecting them. ,-1
  A MOTHER'S CRYOil on canvas18  by 15   ,0
It's quite unfortunate that all the governors in Nigeria agreed not to distribute all these palliative ,-1
The youths will continue to revolt against a system that gags their interest instead of protecting t ,-1
Wahala dey for anybody wey enter police trouble when all this settles down,-1
The Nigerian government has been silent during this protest and they think the youths will get tired or give up... They do ,0
"Of course, Igbos are not responsible for the unrest inLagos. Gani Adams is right. Don't let anyone turn this into  ",1
"   I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn like this.",-1
Nigeria  still killing people in Enugu.The boy killed was said to be a fuel attendant in a filling station i ,-1
"  We need to FOCUS , so as to  and ",1
"  Dearest celebrities,How much do government give you to water down a reputation you built for many years ago?That yo ",-1
It will cost you ?0 to Retweet this iconic video! ,0
If you are still angry with your exWhy not send his picture to Obaseki as one of the prisoner that escape.,-1
May the soul of the departed fine rest.,-1
35k people has watch this Video in 1 day and 90% of Nigeria Channels has carry it now as I speak and you still think Bu ,0
Niger-Delta Militants Table 11-Point Demand Buhari Must Meet  Trending News  ,0
"  Who ordered the shooting of protesters at Lekki, on the 20th of October, 2020? ",0
Remember their names....    Fashola,1
Unleashing armed thugs on  protestors in Lagos is like adding fuel to fire. It will cause death&amp; invoke anger. The pro ,-1
I'm actually not selfish!If we're following each other and you misyarn NUMEROUS times about the recent happenings ... ,1
The hash tag continues,1
I REPEAT: KILL THE PROTESTERS &amp; PREPARE FOR THE DIRE CONSEQUENCES &amp; SAVAGE REPRISALS! HUMAN LIFE IS SACRED!GOVERMMENTS ARE ,-1
    We are hurting ourselves at this point. Nobody in government ever needs to use this bus. ,-1
All the good men an women that follow me . Please read and share this thread,1
It's another day to ask this very important question:Who ordered the shooting of peaceful protesters at Lekki on 20-1 ,0
  To the ugly monkey who says  should use an  iron fist &amp; extreme force to crush the  protest &amp;who had the effon ,-1
GGirls got sumthin to say,0
"Who is an Exquisite Black King? He s a Black man  Confident, unapologetic, and fearless! If you believe in a cau  ",1
"  It's hard to make things right for everyone.  But if everybody helped just one person, lots of people would get helped ",-1
"  Don't forget that on the 20:10:2020, someone was shouting  while dieing from a gun shot wound. His death shoul ",-1
having A voice is what makes the difference...,0
Lord we thank you for helping our hearts to heal gradually from what took place at the lekki toll gate on the 20/10:202 ,1
God help our generation We are tired of bad government,-1
E Fit Happen..,0
"2023...its all abt the rulling class and the Youth.2023 No APC No PDP!!!2023 No APC No PDP!!!2023 No APC, No PDP!  ",-1
The ABCD of what  is up to in the quest to,1
How does a N25bn youths fund from the FG address  Does it get SARS men off the streets? No. Does it,0
Those youths that knows the truth have and refused to join  to  because they're sucking ,-1
All these infidels who talk rubbish and side with the government but when they re called out say  I M a yOuTH tOo ; we are wa ,-1
I suggest we should erect    signposts on major ,0
"F1 Champion, Lewis Hamilton, displaying and demonstrating his support for the  protest just before the Por  ",1
You were one of the people who helped turn  to a global movement and I understand you are trying to catch your b ,1
"Do what s just,    ",1
    Happening now at Olojojo Bustop Oworo. We just peacefully hanged some Banners facing Alonge Police Station O ,1
If I survive this attack to be honest with you I will be a wicked person ,-1
POLICE CAUGHT STEALING: patrol vehicle reg no UP 5728 was caught red-handed with a stolen cow by lo ,-1
Can we get picture album and names of our fallen heroes that paid the ultimate prize at Lekki Tollgate?If you want th ,-1
"  Une pens e particuli re aux populations respectives de 3 pays qui sont la Guin e , le Nigeria , et le Congo . M ",0
SARS State Aided Robbery Squad - Pastor Tunde Bakare,-1
Yes Lord. Be it into us according to Your Word!,0
"  The same  PALLIATIVES tales everywhere.In Aroma Junction, Awka, Anambra State, people waylaid a trailer load ",-1
The hoodlums you invited out will finish the assignment you cheaply paid them for and turn to you &amp; face you squarely till you ,-1
"In the end, what really matters is to know by the end of the day, yourself and family is safe.That is why we must  ",1
"With 6Months psychological training ooo, and physical combat training,   ",0
The Nigerian Youths in Aba with the experience of Police and Military brutality said they won't protest ,-1
nobody is talking about   anymore is also there..... i wonder i ,-1
The atrocious military attack on  &amp;  protesters in Nigeria has shown us that democracy is not spe ,-1
"  Everyone from every nation should be free from police brutality.Do what s just,   ",1
Those milking Nigeria youths and subjecting them to everlasting suffering is playing their distructive ethnic and tribal car ,-1
"  Thank God say oxygen Dey free, if not this Nigerian govt for don seize am , u vex them, they Jst turn off d one with ur ",1
OK.....I have followed you for this.....do follow back,0
So finally lokoja kogi state warehouse is been bursted ooo .. another kassala .--  ,-1
POLICE CAUGHT STEALING: patrol vehicle reg no UP 5728 was caught red-handed with a stolen cow by ,-1
We are appealing to everyone however they can to support the family of Oke financially in this trying time by making a don ,1
"  Nigeria, I pray for you and love you so much.   ",1
You don t need to be Nigerian to speak out what s currently happening is devastating! My thoughts and prayers go out to ,-1
The reason you must condemn evil at all times. Nigeria Army kept killing IPOB members and taking the bodies. Nigerians ,1
Omah lay - Bad influence(official trumpet cover)  Please retweet until he sees it  Still on the ,0
This is a REVOLUTION.We are tired of the corruption they called Federal Government Of Nigeria.,-1
No restriction; no condition!I'm following back every single person that follows mePlease ,-1
The events of the last few weeks in Nigeria have left us traumatized.We sympathize with everyone who has lost loved ones or ,-1
"Too bad..... We are expecting hospitals, roads and other social amenities from people who hide from us garri, noodl  ",-1
You were one of the people who helped turn  to a global movement and I understand you are trying to catch y ,0
May we never become the very thing which we condemn.   victims m ,1
"  This week, Nigerians in New York, came out in their numbers to register their grievances after unarmed  protes ",-1
May the souls of all our heroes rest in peace,1
Buhari dead Video Expose.A Must Watch.Via ht ,-1
Every thought has a frequency. Thoughts send out a magnetic energy. So always stay withpositiveThoughts!!!,1
"  The moment, notorious DPO of Olosan police station SP Ayodele Arogbo (Gbakoje) stray down a harmless youth... Gbakoje h ",-1
God bless you,1
You cannot build on nothing. Neither can you reform what s not willing to be reformed. Nigerians want what s best for N ,-1
"  If you give up now, they died for nothing.We must continue.     ",1
"  WHO ORDERED THE SHOOTING OF PEACEFUL PROTESTERS AT LEKKI ON THE 20TH OF OCTOBER, 2020??? ",0
We will never forget Our Real Heroes who died for this Awakening Movement  we will continue,1
We Nigerians love you   and a very big THANK YOU!   thanks for using the hashtag,1
I rather join the fallen heros than join you in corruption,-1
SARS State Aided Robbery Squad - Pastor Tunde Bakare,-1
Adamawa's CACovid palliative warehouse has been discovered also. This is pure wickedness on the citizen by the governmen,-1
Tweetwallet extends her deepest condolences to those who have lost someone and those whose businesses have been adv ,1
Our hearts go out to families that have lost loved ones and valuables. May God comfort you in these trying times an ,-1
Today Governor of a Enugu state choose food over his peoples lives..Because of covid19 palliatives...You sent soldi ,-1
This is exactly wht  and  were saying in their M.A.D task if u remember  when they were still in the ,1
Pastor Tunde Bakare on  says This generation will succeed where mine ended,1
Wow! This is really amazing.Enlightening the common man on what the struggle is all about.... In order for them not to be ,1
Wahala dey for anybody wey enter police trouble when all this settles down,-1
"  Dialogue on their lips,Swords in their hands,Blood on their palms,  ",-1
Nigeria has expired long time ago,-1
"Let's all make this go viral. It's our battle, let's watch each other's backs. Say   ",-1
The world knows!!!,0
Britain: Time to unbundle the Nigerian contraption.Long overdue.... Enough is enough.,-1
Fight Am Finish - ANTIBALAS   | 1st For Afrobeats,-1
Breakdown of Donations for Ilorin  /  Peaceful ProtestsTotal do ,1
"  We won t stay silent , we won t stay blind.    ",0
"  The last time Buhari had an interactive session with Nigerians through a Presidential Media Chat was December 31st, 2015. ",0
"  New mural. Ft george , theo and civilized villager.   ",1
" Yes! Your father has a good heart, may his soul rest in peace.The imposter is our problem.  ",-1
Remember their names....    Fashola,0
Catch the replay of A.Y.E National Head Oluwadare Olubunmi's morning show on Arise TV.Click the link in below now to ,0
"Donald Duke, he feels at home any day any time, because he did well for his people.   ",1
"  You are not alone my brothers and sisters, the world is witness! I m sending strength and love to everyone protesting and ",1
"If  bad boy  isn't the problem of Nigeria , then who?  ",0
"Everyone from every nation should be free from police brutality.Do what s just,    ",1
This is the way forward to fighting Police Brutality. Be your brother's keeper. Don't just be a passerby. Stop to interrogate ,1
"  When in doubt, say their names, when you feel like giving up, say their names.    ",0
"  Whether the Nigerian Government likes it or not, the  protest and its associated activities including ",0
Come 2023..No recycling of Past or Present leaders.Together we shall save Nigeria and make it great again.  ,1
Thank you  for showing  love! We must  and ,1
They failed to join because their problem is bigger than  and they don't have the courage to s ,-1
Hope we know we also have our probl ,0
I can't retweet anymore tweets...  Y'all that,-1
FUCK HIM... AFTER allegedly ORGANISING THUGS TO KILL PROTESTERS... YOUR OPINION IS UNSOLICITED SIR. ,-1
Happy Sunday Folks I pray for the Nigeria  with Peace &amp; Humanity not the one with War &amp; Brutality..,1
"   Make sure she is safePlease  let this trend, we need to ensure she is safe.They may come after h ",1
"Great tune,  on New World, and a better life for all    ",1
"Let's not forget this in a hurry, they were like you.  Fashola ",1
" We won't forget themPlease follow, I follow back",1
Nigerian Catholic conference matching in support of the   protest. and  in Ni ,1
We. Are. The. Soro. Soke. Generation.We'll forever speak up against oppression and injustice.,1
  Politicians are rejoicing already,1
I swear.. I can't wait to remove those old fools with my PVC ,-1
"    I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn like th ",-1
Because 3 more years is far too long. It needs to happen now.,0
Pls bear with us. Celebrities are not super humans. Stardom cannot erase a natural stupidity. Lower your expectations and ,-1
Happy birthday sir,0
"   I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn like this. ",-1
When God is ready to deal with our politicians ehn... e go be season film. Let's not stop talking about ,-1
"   Gentlemen, give them small display   ",0
PEOPLE SHOULD SHOW  THIS PHOTO NOW.  Is Hereby Declears Wanted. Is An Agent Of Darkness From Fulan ,-1
We need men and women of Courage to stand up against oppression!The fact that everybody is collecting doesn't mean ever ,1
"  I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn  ",-1
"  My name is Reggie a.k.a Sabi Boy a Nigerian Rapper-Songwriter ,i decided to lend my voice on  ",1
Decided to lend my voice to the   cause ! Who would like to hear the full song ?  Prod by ,1
We would not stop demanding for an end to police brutality in Uganda,1
"  We can never forget  we're the revolutionaries, visionaries of 2020history must record us. We do not ",-1
History will never forget how we fought to,-1
We say make them  them dey end Stars  Rest In Peace to all our heroes  Gone but not forgotten. Please  Ebi ,1
Another means to loot money. They will share 1bn to few and corner 24bn. Let them share through BVN. we ,-1
Very simple.We must continue,1
It s a good day to have a change of heart,1
  One generation says  off the mic .Another generation says  speak up (sorosoke) .Which generation do you belong? ,0
People abroad can not be protesting while we in Nigeria directly affected stay indoor.Let us end this oriburuku Sa ,-1
Discovered Palliatives Warehouses Indicate That My Father Isn t Nigeria s Problem -- Buhari s Daughter  - ,1
Africa my Africa,0
"One of the Thugs in Lagos was pictured with a cutlass. In Abuja, one who allegedly works for a Senator was using a  ",-1
They want to kill me because I rejected their Money.I will expose all of them because Buhari is late since 2017.,-1
"  Different day, Different faces, Different placards but SAME MESSAGE.   ",0
Why though? Why are people in authority so afraid of dissent? Aren t people allowed to state to eke dissatisfaction wi ,-1
I will never say no I will continue to protest for my country Nigeria,-1
I hope this lines gets to throw a punch at the cabinet for me,-1
"  End SARS: End SARS Protest, a wake-up call to Nigerian elites   Rochas Okorocha.We're coming for you guys....  ",1
I feel attacked..Pls igala peopleIts not END chars Its,-1
"  Another motorbikes palliatives discover in Ikirun, Osun State. What a wicked government.  ",-1
"  I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn like th  ",-1
They are exposing their insensitivities in order for us to react and dwell on insignificant matters. What is indomi ,-1
Don't  you feel the sudden discovery of palliatives across states is a strategic distraction? They have succeeded i ,-1
Mr Gov.  what we asked for is just a very simple thing sir which is reveal CCTV footage of the Lekki m ,0
Once your close to this machine make sure you get all that you need because once the card reads zero balance she will run ,0
"  I'm not giving up on this fight. People have died, a lot injured. We can't let them dw  ",-1
They said they would do a total cleanup at the Lekki-toll gate without a forensic check or any investigation. God told them ,-1
Guys I know everyone s lost hope after that useless message fro Buhari but pls remember we cannot beat 60 years of tyranny in ,-1
"  Good Morning, daily reminder ALL black lives matter.     ",1
African leaders have something in common....greed!!!,-1
" I'm not giving up on this fight. People have died, a lot injured. We can't let them dwn like this.  ",-1
We need freedom,1
Have you heard of  Igbo coup  before?  Protest is typical example of that coup but some mischievous individ  ,-1
What if is disclosure of palliative warehouse is a strategy,1
A tribute to We stand in solidarity with all Nigerians routing for change.,1
I am not an activist!I am just HUMAN!,0
"We started good, and then chose food over our freedom, all those victims died in vain , it's a pity.At the end we  ",-1
protest brampton yesterday,0
"I can't count how many times, I have watch this!I just can't stop myself from listening to   no stress   ",-1
Tony mother speak the guy they shoot at  Lekki tollgate ,-1
Thought I was the only one that watched that interview,0
They will kill people who are hungry?pls palliative cant be compared to human lives ,-1
  Where did they see time to shoot this film? Nawa ooo!!I guess it was shot in half-a-day...They didn't include that  Wo ,-1
FIGHT! NIGERIA... THIS IS AN ERA FOR CHANGE,-1
Daga Katsina!Banda yunwa da kashe kashe mai Buhari ya tsinanawa arewa?Amma munafukai sun kasa gaya wa Buhari gaskiya. Ak ,0
- and share using  -CONTACT Nigerian Officials -PAICIPATE in Local Protests-FOLLOW,0
"  This is Lewis Hamilton. Thank you  for your support for  .  This is our Fight, keep retweeting aggr ",1
20 people were killed in Zamfara and not a word from Buhari. Mayhem and destruction are forces he feeds off,-1
"    PROTEST LOCATIONS FOR TODAYLAGOS   1: Lekki Toll Gate (9AM)    2: Lagos Govt House Alausa, ",0
"  For Buhari  so love destruction that he set thugs to attack, maim and kill peaceful protesters and then descend on ",-1
"  Me na tsawa? Kwarankwasa ma tayi nata kuma walkiya kawai aka kyalla, kuma aka yi ruwa aka dauke. ",0
Oh my goodness! We have serial killers as security agents. Did he run to shake the hands of his colleague?Bloody hell,-1
"  When Nigerians said they didn't receive COVID-19 palliatives, sycophants attacked them.We all can see the corruption! ",-1
The weaponised poverty to perpetuate themselves in office. They give the impoverished citizens 20k to keep them enslaved n ,-1
Singing the National Anthem of Nigeria.,0
The message they silently endorse,1
"  Sister, you have been a backbone. I love you.We Move   ",1
With all of these warnings Nigerian government decided to deploy thugs to streets to attack peaceful protesters. What the ,-1
Buhari  and Osinbajo  hope you are both happy with your hand work,1
"  Definition of  North:Strong and together in crime against the South,pro crusader of impunity,corruption and ter ",-1
"  My brother, thank you for always being a voice      ",-1
"  If you see this, retweet till he is arrested. He is the police officer that shot at protesters in surulere  ht ",-1
2020 gave us clear vision. We see your lies. THE power of the people is stronger than the people in power .  ,1
The demands are simple!Monitoring and Evaluation must be done,1
They never change irrespective of their acronyms,-1
We are here to restore Biafra!,1
"No man is your enemy, no man is your friend, Every man is your teacher   ",0
That was the end of  I remember returning to Falomo next morning and all we met were heavy military tanks ,1
"  This is an early warning! Be careful of Abuja Meetings. On Jan 19th, 2012, Labour leader went to Abuja for a meeting with ",1
"  The system is just wrong, they use party lines, religion and ethnicity to divide us. Every leaders that had ruled since 1960. ",-1
Piece of advice to those in my generation who were involved in the  and  protests from a decade ago ,0
A luta continua!,-1
The whole nation is in all sort of distortion and now you can t see or hear properly? Our voices are loud enough! We are at ,-1
A luta continua!,-1
Not at all! I will die at my appointed time and it can be right now so all their threats are jokes.My big mo ,-1
I ENDORSE this message by  Retweet &amp; Like to show solidarity. Doesn t matter if you stand with,1
Na December  go start for Facebook. I am sure they are still doing  there,-1
Blame Buhari  and Osinbajo  for the destruction and mayhem going on in Nigeria not  protester ,-1
Jam of the season,0
Big shoutout to everyone that came out to the protest yesterday in solidarity with our brothers and sisters in Nigeria!,1
No one is living in Nigeria. We are merely surviving. We are living dead and they can ,-1
Better to die fighting for fr ,1
" new week,more blessing ",1
Buhari can do whatever he likes because Southern Politicians are quiet.They are docile and not equipped for leadership ,-1
I'm 42. She probably got killed by Sars.,-1
"    Our flag shall be a symbolThat truth and justice reignIn peace or battle honour d,And this we count as ga ",1
"  Officer bamidele olumide:-Police id: 4461111With his colleagues are presently on Igede -Aramoko road, Ekiti state.... ",0
Don t forget abt dis monster my fellow  protesters,-1
No Backing Down!,1
" We need the youth to get in power! We don t want leadership from the old generation anymore, they know  ",-1
Wrote this article in 2017 about Nigeria and Africa. This feels like a perfect time to share it.!,1
"  Surely you place them on slippery ground; you cast them down to  suddenly are they destroyed, com ",-1
Surely you place them on slippery ground; you cast them down to  suddenly are they destroyed ,-1
I hope this N1trilion includes the compensation to be paid to families that lost their sons and daughte ,1
Can the Nigerian youth organize a prayer/worship festival Like this Pray for Nigeria   ,0
God give us the strength to continue this fight. Things can never be the same,-1
Pope!!! Thank You!  The whole world is watching. Still on the question - Who ordered the massacre of young Nige ,0
No Lie! Now they are blaming the protesters ?,-1
"  lagosians...Nigerians all over the world are still protesting for us..other african countries are behind this movement, ",1
"Surely in vain I have kept my heart pure and have washed my hands in innocence.All day long I have been afflicted,  ",-1
Even those who were charged with murder (which are one of the Police's antics) have been released.-Segun Awosanya,-1
No be today ....e don tey,-1
They are free from common human burdens; they are not plagued by human ills.Therefore pride is their necklace; they ,1
"  Online Protesters, someone just sent 200k for giveaway and airtime. We need your energy. Don t relax!Retweet and comme ",1
"  Today we stood as one voice, praying our nation. It s so easy to lose faith in this time of chaos. But we must continue to fi ",1
Religious leaders and Traditional rulers openly identifying themselves with a particular partisan interest and hostile to th ,0
I don't know about u but my job now is to tw and rt:,-1
This Committee that they want to setup will be our Undoing. Just like  they ll give the members so much mone ,0
"  This policeman today at Ikeja under bridge was trying to extort this driver we all stood up against him. He left in shame, no ",-1
IF YOURE AWAKE PLEASE RETWEET,0
Can the Nigerian youth organize a prayer/worship festival Like this Pray for Nigeria  ,0
IF YOURE ONLINE AND YOU SEE THIS IM BEGGING YOU IN THE NAME OF GOD RETWEET!!!!!!!!!!,-1
"  Our parents where convinced, we are not convinced, we know our rights and are been taken for granted  ",-1
"Today we stood as one voice, praying our nation. It s so easy to lose faith in this time of chaos. But we must cont  ",-1
Please why is Twitter now quiet like this are we no  again please repost and ,0
This picture is hard,-1
Please why is Twitter now quiet like this are we no  again please repost and,0
Missing Name: TajudeenLast seen: Area1 estate casso bus-stop alagbado His mum sent him on errand since around 5PM yesterda ,0
"Nasarawa State people discovered their own palliatives in Army Barracks, so they have decided to leave everything i  ",1
NO JUSTICE NO PEACE IN NIGERIA,-1
"  A US soldier has a message for Buhari, Tinubu, Sanwo Olu and all officers involved.   ",0
NBA YOUNG BOY IS DA  I WILL KIP FUKIN WIT YA EVEN AFTER ODAYS,-1
Copied*** The name of this guy is rasheed adagun.. He is from agege.  These are his facebook details... Adagun osha.... H ,0
WHO GAVE THE ORDER ?,0
"  We need Olamide, Small Doctor and Naira Marley to come out and educate these boys. They love them and they ll listen to th ",1
Thank You  for taking this retired commissioner of police to school once again. You did great on this panel,1
Surely they will find many Judas but woe to that person for it will be better he/she was not born. The blood of our ,-1
Please spread awareness about what s happening in Nigeria. This is really making me sad. Take time to read this thread.,-1
The next step is to take over leadership constitutionally through YDPRetweet to create awareness,1
God give us the strength to continue this fight. Things can never be the same,-1
I stands with  NIGERIA WILL NOT END ME!,1
" Charlatans. No matter how much you try, you can't change the truth.  ",-1
Catch subs not feelings!Send money not nudes!!  not audio dissolve?!!!,-1
if you re following every interview from home on  ..Let s know how many are with us. So we can continue,1
"   Anywhere I enter, I'm dropping this  Join me! ",1
The government is complicit in this murder of unarmed protesters!!,-1
"   pls dont beg, pls never beg, a ceo never begs his employees to work. we emplo  ",-1
Police are useless here cos they're d tools by politicians to carry out dirty jobs... Don't expect an ,-1
Let us drop this again...,0
Police officer  REFORM POLICE DOES NOT MEAN CANCEL POLICE  Na To make una Life Better...Drop Gun join Protest so Make ,1
Nigeria's situation Is beyond     Nigeria needs ,-1
Let us drop this again...,0
"  For our fallen Heroes, for hope, for strength   ",1
lagosians...Nigerians all over the world are still protesting for us..other african countries are behind this move  ,1
"  Abeg, no dull the morale of these wonderful people. Keep pushing those hashtags   ",1
Who gave the order,0
"  They used religion, tribe, police, soldiers.Yet we shook it off, stumped on it and rose higher.Now they are using people ",-1
Pope!!! Thank You!  The whole world is watching. Still on the question - Who ordered the massacre of you ,0
can we see the footage frm the CCTV at the Lekki Toll Gate?,0
"She's a very good man. Despite the abusive nature of people towards her, he still cares. God will continue to bless  ",1
"  When a Modified Babalawo is chanting In Jesus  Name, then you know shit is real homie!  ",0
The way the Nigerian government moves irritates my skin.,-1
"  If you will back down from  movement, ignore this.If you will fight with us till we're heard &amp; until we see the c ",-1
"  This is not a time to be silent,we must stand up and take back our country,Nothing moves until someone moves it. This is ",-1
Repair your phones at a cheapest price with quality and original accessories with guarantee.Call  us on 081611571  ,1
Eti mad sirNow you knowAfter all the cruisesPlease don't let us relentLet's fi  ,-1
"If we check those 229 people said to have been arrested for looting and vandalism in Lagos, more than half of them  ",-1
Police brutality and use of tyranny in police force is a canker work that has eaten deep into the our fabrics here in Afric ,-1
"Dear Nigerians, all of u that r complaining. Go and get ur PVC. Vote ur own GOVT. I don't want unnecessary complain  ",-1
"   Our flag shall be a symbolThat truth and justice reignIn peace or battle honour d,And th  ",1
Someone who sends Soldiers to kill you with the world watching won't respect the Constitution.So before you talk about ,-1
No Lie! Now they are blaming the protesters ?,-1
We move,1
BLACK TUESDAY FREEVERSE,0
The raw truth nothing more nothing less,1
The world is my kitchen and I am cooking in it so why are they afraid of the meals I am dishing out? ,-1
"   Please don't call Oluwa oo, he is busy like this trying to check the hidde  ",-1
Are we tired?  ,0
A big message to all the leaders and youths across Africa from a dope rapper    link in ,0
"  Spot your faves. Selling 10 framed versions of this illustration for N70,000 &amp; donating the proceeds (after the cost of produ ",1
This should still be our question .,0
Getting ready for tomorrow! It s our turn now- ,0
The few good ones in the police are been illegally dismissed An Assistant Commissioner of Police Adegboyega a ,-1
Obaseki dey find prisoners.Oba of Lagos dey find he chief of staff.Calabar State Governor dey find looted Palliat ,-1
"  Don't say anything, Just Retweet!    ",-1
"I'm not tired,  we're just getting started    cc:  ",1
All we hope is  God is our strengt  ,1
If  every Nigerian Youth right now could say the same thing!!!You're an Edifice! Failure Can't Touch this! You prove ,1
"  At the Lekki Toll Gate protest ground in Lagos, a young man offered to share his food with someone who didn't get food. I al ",1
"    I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online pro ",1
"  Guys, are we still on for tomorrow??  ",0
"Guys, are we still on for tomorrow??      ",0
You're all the same!,0
I m a proud youth of Nigeria.I m part of the generation that changed everything.I m proud of everyone.God bless everyone. ,1
"  If you can see this, Don't say anything. Just Retweet.     ",-1
"    I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online ",1
I work with KnivesI walk to work with briefcase of different knives,0
"  Guyz, Drink MONSTER ENERGY and let's PROTEST!!! Let's Block every where from morning till night. ",-1
Night GAIN TRAIN  RETWEET&amp;FOLLOW ME     COMMENT BELOW FOLLOW EVERYONE WHO      LIKES YOUR COMMENT LETS ,0
PULL UP GANG!!! We need more people at the Lekki Toll!!! Come through!!!,-1
A verse for all the destroyers and killers in Nigeria.. You're time has come!,-1
"  In this picture, there are Northerners, Southerners, Westerners and Easterners. Tribalistic bigots like  still w ",-1
"  I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the  ",1
has given us go ahead to break the internet with   Let's rt and comment aggressively,-1
"In this picture, there are Northerners, Southerners, Westerners and Easterners. Tribalistic bigots like  ",-1
We d Nigerian youth strongly disagree nd condemn looting of private properties! And i pray to God to heal our natio ,1
A verse for all the destroyers and killers in Nigeria.. You're time has come!,-1
online protesters Just Retweet aggressively and follow too. If you love nigeria youthI will follow back ASAP ,-1
If your phone was damaged at Berger  pls come to the store. We will are offering you 80% off the price to fi ,1
TELL YOUR MEN TO ADOPT THIS RESEARCH I DID!,1
Share your  let the world see why ,0
"*So, SARS problem is failure of command issue. When leadership is itself complicit, moral authority is lost. This i  ",-1
"  A police man  on Patrol is supposed to look like Picture 1 not 2, there are too many assault rifles in the hands of police men ",-1
"    I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the onl ",1
I Need 10k RETWEETS for this Hashtag  Let's keep it trending!! ,1
Don t take children to protest grounds. It is dangerous.Don t take children to protest grounds. It is dangerous.Don t t ,-1
Today I was a camera woman,0
the Nigerian government is corrupt and needs to be reformed. the youth are dying in the streets at the hands of the governmen ,-1
Do you think this is possible in Nigeria?,0
"Gov. officials are Looting, now you are breaking into Individual Marketers Warehouse. Haba, must you bring them bac  ",-1
"  But wait, What exactly are u people proud of the Air force for? Are dey suppose to watch the police kill innocent victims ",0
"But wait, What exactly are u people proud of the Air force for? Are dey suppose to watch the police kill innocent v  ",0
THE BEST STRATEGY AT THIS MOMENT IS TO SPREAD THE MESSAGE OF,1
Let s get these to trend again. Please  and co ,0
Protest resumes Monday!!!! The hoarded palliatives just made me angrier!! Just Imagine what else they could be hoar ,-1
Like nigeria celebraties dont know the nigeria government are against if they think is a lie.,-1
"Imagine this kind country, still discovering more palliatives meant for the less privilege, Oh God come to our aid.  ",-1
I don tire for this country,-1
"  Please stay safe  my heart is bleeding , with all that s going on , the killings , the shootings , the unending brutality ",-1
4-Minute  Explainer [audio] -     | 1st For A  ,1
"  My People Let's Soro Soke! Let's make this man famous! Retweet till we get his name , phone number and get him prosecuted! ",-1
I am just tired. When will this stop?,-1
May God Punish them all,-1
This ppl are fooling them selves oo if not for this protest tell will you find ever find out about all those warehouse wit ,-1
Let s get these to trend again. Please  and comment,1
God bless him,1
"  This is not a ojuelegba or Mushin.  This is Alausa, Ikeja. peaceful protest with vibes     ",-1
Charcoal calling pot black... Oga y'all are the same... You're just speaking out now cos you're no lon  ,-1
Looting took more than 5hours No phone calls was made No police came to their rescueI'm I the only one who thinks apar ,-1
Please help me retweet new Party (YDP) Youth Democratic PartyPlease let join hand together Nigerian we stand Please he ,1
Looting took more than 5hours No phone calls was made No police came to their rescueI'm I the only one who th  ,-1
" I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online protest  ",1
This ppl are fooling them selves oo if not for this protest tell will you find ever find out about all those wareho ,-1
Omo hear me out What if we start a gofundme and we hire like Russian Assassins? Or idk the Expendables to just kil ,-1
All those Aides and Advisers who cropped and edited Pres Buhari's broadcast so much that it lost it's message and s  ,-1
Thanks for all the prayers we still standing strong !!!,1
You get Mouth babeCuppy | Florence | Dangote |,1
"  Since they made suffering a norm, we would make peaceful protests a norm till they act right.",-1
Thanks for all the prayers we still standing strong !!!,1
The difference between SARS and SWAT. Werey dey disguise!,-1
na person wey join trend  na im go chop free data,0
No going back,1
We are here to show solidarity with our owners and also protect them from external aggression.Na thug wen wan disrupt ,1
They sent thugs!,-1
"    I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online protes ",1
What do we really want ?,0
"  hello everyone kindly if you don't mined to add me on twitter back , and fallow me to discover the outstanding events &amp; we ",1
SARS don dey operate again?This time with brutal strategy?Planting a pistol in someone's car?Taking his possessi ,-1
"hello everyone kindly if you don't mined to add me on twitter back , and fallow me to discover the outstanding even  ",1
"  Pro Sars and Hausa boys attacking peaceful protesters in Berger currently! Some people are bleeding, they need ambulance ",-1
Why nations fail.,1
" you re a disgrace to Christianity boy and wait, YOU ARE A BASTARD TOO!!!   ",-1
Join me in the online protest Just Retweet aggressively and follow too. If you love nigeria y ,1
"   I will be dropping this in every tweet, we deserve a better Nigeria. Join me in the online protest",1
"   Fear not, God is with us, it's our time.After the fall of the Berlin Wall, the Germans smiled in victory a ",1
"Never seen it this way before, no single soul... Curfew in Calabar, life and properties threatened by hoodlums... G  ",-1
The New OBA of Lagos said he will choose his Cabinet Members on Monday  October 26th 2020,1
Did you see a video of some girls in ilorin jubilating because they looted wine from ShopRite.And I'm very confus  ,-1
Your problems keep increasing because you share it more to people that your good times,-1
Your problems keep increasing because you share it more to people that your good times,-1
Last month was bbn laycon won!2 weeks ago was protestFew days ago was the 12minutes speech Today laycon com onli ,0
